product_id,battery_capacity_mah_,headphone_form_factor,waterproof_standard,brand_name,volume_control,battery_charging_time,battery_indicator,charging_interface_type,chipset,codecs,control_method,game_atmosphere_light,material,private_mold,sound_quality,wireless_delay_time,product_name,charging_time
1601689885102,200-500mah,In ear,IPX-5,Qym,Yes,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,No Light,Plastic,No,Stereo,31-40 ms,,
1601689134024,180,,IPX-4,customize,,1-3 hours,LED,Type-C,Bluetrum 5756,AAC,Touch Control,Single Color,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",less than 30ms,Latest deep bass hifi New arrival earbuds,
1601688666032,300MAH,Ear-hook,IPX-6,WOPOW,Yes,1-3 hours,Digital Display,magnetic charging,Actions,,"App Control, Touch Control",,ABS,,Stereo,less than 30 ms,,
1601688629344,200mah,,IPX-3,OEM-Q10,,1-3 hours,LED,Type-C,JL,None,NO,No Light,Plastic,Yes,Surround Sound,less than 30ms,Dual Pairs Bluetooth Earbuds,
1601688615468,200mah,,IPX-3,OEM-Q10,,1-3 hours,LED,Type-C,JL,None,NO,No Light,Plastic,Yes,Surround Sound,less than 30ms,Dual Pairs Bluetooth Earbuds,
1601688517989,200mAh,In ear,IPX-5,None,No,1-3 hours,Digital Display,Type-C,JL,,,,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601688236994,50mAh,,IPX-7,,,,,,,,,,,,,,,
1601687906048,200-500mah,In ear,IPX-4,,Yes,1-3 hours,LED,Type-C,JL,"AAC, APT-X",Touch Control,No Light,Plastic,,Stereo,less than 30 ms,,
1601687881089,200-500mah,,IPX-4,YSS,,1-3 hours,LED,Micro USB,JL,AAC,Touch Control,RGB,Plastic,No,"High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",30 Ms,TWS Wireless Earbuds,
1601687783531,200-500mah,,IPX-4,YSS,,1-3 hours,LED,Micro USB,JL,AAC,Touch Control,RGB,Plastic,No,"High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",30 Ms,TWS Wireless Earbuds,
1601687744800,200-500mah,,IPX-4,YSS,,1-3 hours,LED,Micro USB,JL,AAC,Touch Control,RGB,Plastic,No,"High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",30 Ms,TWS Wireless Earbuds,
1601687726843,200-500mah,,IPX-4,YSS,,1-3 hours,LED,Micro USB,JL,AAC,Touch Control,RGB,Plastic,No,"High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",30 Ms,TWS Wireless Earbuds,
1601687637566,300mAh,In ear,IPX-5,OEM,Yes,1-3 hours,LED,Type-C,Bluetrum,,App Control,Single Color,"Leather, ABS",No,High Fidelity (Hi-Fi),less than 30 ms,,
1601687616884,500-1000mah,,IPX-5,,,1-3 hours,Digital Display,Type-C,,AAC,Touch Control,No Light,Plastic,Yes,Stereo,41-50 ms,,about 1 h
1601687609929,200-500mah,In ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601687408026,40mah for earbuds,In ear,IPX-5,Xintu,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,AAC,"Touch Control, App Control",,Plastic,Yes,,above 60ms,,1 Hour
1601687186510,500-1000mah,In ear,IPX-0,Customized,Yes,3-5 hours,Digital Display,,Bluetrum,,Button Control,,Plastic,No,,less than 30 ms,TWS Earbuds,
1601687182539,200-500mah,In ear,IPX-0,Customized,,,Digital Display,Type-C,Bluetrum,,,,Plastic,No,,less than 30 ms,TWS Earbuds,
1601686846064,200-500mah,In ear,IPX-6,YSS,Yes,1-3 hours,LED,Type-C,JL,AAC,,No Light,abs,Yes,,30 Ms,TWS Wireless Earbuds,
1601686821349,200-500mah,In ear,IPX-6,YSS,Yes,1-3 hours,LED,Type-C,JL,AAC,,No Light,abs,Yes,,30 Ms,TWS Wireless Earbuds,
1601686431891,300mah,In ear,IPX-6,XINTU,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,AAC,Touch Control,No Light,ABS,Yes,Bass Boost,31-40 ms,,1 Hour
1601686243143,200-500mah,In ear,IPX-6,,Yes,1-3 hours,LED,Micro USB,JL,,,,Plastic,No,,30 Ms,,
1601686207271,200-500mah,In ear,IPX-6,,Yes,1-3 hours,LED,Micro USB,JL,,,,Plastic,No,,30 Ms,,
1601685748168,300mah,In ear,IPX-6,XINTU,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,AAC,Touch Control,No Light,ABS,Yes,Bass Boost,31-40 ms,,1 Hour
1601685571259,200-500mah,In ear,IPX-6,XINTU,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,AAC,Touch Control,No Light,ABS,Yes,Bass Boost,31-40 ms,,1 Hour
1601685096075,200-500mah,,IPX-4,kingstar,,,,,,,,,,,,,Kingstar Tws Earbuds,
1601685037293,200-500mah,,IPX-4,Kingstar,,,,,,,,,,,,,Bluetooth Earbuds,
1601685014515,200-500mah,In ear,IPX-4,,Yes,1-3 hours,LED,Type-C,JL,"AAC, APT-X",Touch Control,No Light,Plastic,,Stereo,less than 30 ms,,
1601684976863,200-500mah,,IPX-4,Kingstar,,,,,,,,,,,,,Bluetooth Earbuds,
1601684896585,300MAH,Ear-hook,IPX-6,WOPOW,Yes,1-3 hours,Digital Display,magnetic charging,Actions,,"App Control, Touch Control",,ABS,,Stereo,less than 30 ms,,
1601684843769,180,,IPX-4,customize,,1-3 hours,LED,Type-C,Bluetrum 5756,AAC,Touch Control,No Light,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",less than 30ms,latest mini in-ear earbuds,
1601684575170,180mAh,In ear,IPX-4,,Yes,1-3 hours,LED,,Bluetrum,,,,ABS,No,,,,2H
1601684411531,300mah,,IPX-6,Bairui,,1-3 hours,Digital Display,Type-C,JL7003D4,,App Control,RGB,ABS,No,High Fidelity (Hi-Fi),31-40 ms,,
1601684346032,300mAh,In ear,IPX-4,TSSD,Yes,1-3 hours,,Type-C,,"AAC, Sbc",Touch Control,Single Color,Plastic,Yes,,41-50 ms,Rotating Face Changing Wireless Earbuds,
1601684100655,200-500mah,,IPX-4,,,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,Yes,Stereo,,,
1601683963513,200-500mah,In ear,No,,Yes,1-3 hours,,Type-C,JL,Sbc,Touch Control,,,,,,Wireless Headphone,1~2 Hours
1601683749440,440mAh,In ear,IP55,OPPO,Yes,3-5 hours,LED,Type-C,OPPO,,Touch Control,No Light,Plastic,No,Bass Boost,31-40 ms,TWS Wireless Earbuds,2 Hours
1601683372999,200-500mah,,IPX-4,OEM ODM,,1-3 hours,LED,Type-C,Bluetrum,Sbc,Touch Control,No Light,ABS,Yes,High Fidelity (Hi-Fi),less than 30ms,,
1601687522516,200-500mah,,IPX-4,Kingstar,,,,,Other,,,,Aluminum alloy earbuds 5.0,Yes,"Stereo, Surround Sound",,,1-2 Hours
1601687226111,200-500mah,In ear,IPX-4,Customized,No,1-3 hours,LED,Type-C,Bluetrum,AAC,Touch Control,Single Color,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi)",31-40 ms,,
1601686900021,200-500mah,,IP67,,,,,,,,,,ABS+PC,,,,Q2,
1601686797679,200-500mah,,IP67,,,,,,,,,,ABS+PC,,,,Q2,
1601686448935,40mah for earbuds,In ear,IPX-5,Xintu,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,AAC,"Touch Control, App Control",,Plastic,Yes,,above 60ms,,1 Hour
1601686236244,200-500mah,In ear,IPX-6,,Yes,1-3 hours,LED,Micro USB,JL,,,,Plastic,No,,30 Ms,,
1601686186603,200-500mah,In ear,IPX-6,,Yes,1-3 hours,LED,Micro USB,JL,,,,Plastic,No,,30 Ms,,
1601686159264,200-500mah,,IPX-4,,,1-3 hours,LED,USB,BT,,,,ABS,No,Bass Boost,,,
1601686082148,Earbuds Capacity 30mAh,In ear,IPX-4,Brightblue,No,1-3 hours,LED,TYPE-C,JL7006,AAC,Touch,No Light,ABS,No,High Fidelity (Hi-Fi),31-40 ms,,
1601685248665,200-500mah,In ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601685064185,200-500mah,,IPX-4,Kingstar,,,,,JL,,,,ABS,Yes,,,Earphone Earbuds,
1601685047177,200-500mah,,IPX-4,Kingstar,,,LED,,JL,None,,,ABS,Yes,,,Kingstar tws earbuds,2 hours
1601685004468,200-500mah,,IPX-4,Kingstar,,,,,JL,,,,ABS,Yes,,,Wireless Headphones,
1601684978817,200-500mah,,IPX-5,Kingstar,,,,,,,,,,Yes,,,Mini TWS Earbuds,
1601684957978,200-500mah,,IPX-4,kingstar,,,,,,,,,Aluminum alloy earbuds 5.0,Yes,"Stereo, Surround Sound",,,1-2 Hours
1601684353672,230mAh,In ear,IPX-4,,Yes,1-3 hours,LED,,Bluetrum,,,,ABS,No,,,,2H
1601684338588,200-500mah,In ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601683613433,200-500mah,In ear,IPX-5,,Yes,1-3 hours,Digital Display,Type-C,Broadcom,None,,,ABS,Yes,,31-40 ms,Wireless Headphone,1Hours
1601683595515,"400mAh,+40mAh*2",In ear,IPX-7,BUDS 135,Yes,3-5 hours,LED,Type-C,JZ,,Touch Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601683427342,1000-2000mah,In ear,IPX-4,Bluebay,Yes,1-3 hours,LED,Micro USB,Bluetrum,,Touch Control,,,Yes,,less than 30 ms,,
1601683098158,1000-2000mah,,IPX-5,Neutral Package / Customized Logo,,1-3 hours,Digital Display,Type-C,JL,Apt-X HD,"Touch Control, Voice Control",Single Color,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo",41-50 ms,,
1601682905928,200-500mah,In ear,IPX-4,OEM,Yes,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,Single Color,Plastic,,Bass Boost,31-40 ms,,
1601682893767,200mAh,In ear,IP65,TD-LTE,Yes,1-3 hours,LED,Type-C,,,Touch Control,,ABS,Yes,,51-60 ms,,
1601682794908,200-500mah,In ear,IPX-5,Customizable private brand,Yes,1-3 hours,Digital Display,Type-C,JL,LHDC,"App Control, Button Control, Touch Control",Single Color,Plastic,No,"High Fidelity (Hi-Fi), Surround Sound, Stereo",31-40 ms,,
1601682780702,200-500mah,,IPX-5,HP,,1-3 hours,Digital Display,"Micro USB, Type-C",JL,AAC,,No Light,Plastic,No,High Fidelity (Hi-Fi),less than 30ms,,
1601682732587,200-500mah,In ear,IPX-0,,No,1-3 hours,,Type-C,,,,,ABS + Silicone,No,,less than 30 ms,,1-2h
1601682732529,200-500mah,,No,,,,,,,,,,,,,,Earphone,
1601682637969,200-500mah,In ear,IPX-0,,No,1-3 hours,,Type-C,,,,,ABS  Plastic + Silicone,No,,less than 30 ms,,1-2h
1601682614739,230mAh,In ear,IPX-4,,Yes,1-3 hours,LED,,Bluetrum,,,,ABS,No,,,,2H
1601682004623,200-500mah,In ear,No,other,No,1-3 hours,LED,Type-C,other,None,Button Control,No Light,Plastic,No,High Fidelity (Hi-Fi),41-50 ms,,
1601681995273,200mAh,In ear,IPX-4,F,Yes,1-3 hours,Digital Display,Type-C,zhongke,AAC,Touch Control,Single Color,Plastic,No,Studio Level,less than 30 ms,,
1601681959194,200-500mah,In ear,IPX-5,KINGSTAR,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601681906127,300/40mah,,IPX-5,Xintu,,1-3 hours,LED,Type-C,Bluetrum,AAC,Touch Control,No Light,Plastic,Yes,Stereo,above 60 ms,,1 Hour
1601681798854,200-500mah,In ear,IPX-4,Bluebay,Yes,1-3 hours,LED,Micro USB,Bluetrum,,Touch Control,,,Yes,,less than 30 ms,,
1601681354338,500mah,In ear,IPX-4,hetphone earphone,Yes,1-3 hours,Digital Display,Type-C,JL,Apt-X HD,Touch Control,No Light,ABS,Yes,High Fidelity (Hi-Fi),less than 30 ms,,
1601681326256,400,,IPX-5,blueear,,1-3 hours,Digital Display,Type-C,Other,AAC,Touch Control,Single Color,ABS,Yes,"Bass Boost, High Fidelity (Hi-Fi), Surround Sound, Stereo, Studio Level",41-50 ms,T8 ENC TWS,1.5 Hours
1601681310338,40/400MAH,,IPX-5,blueear,,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,Single Color,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Surround Sound, Stereo, Studio Level",41-50 ms,,
1600697272136,1000-2000mah,In ear,IPX-4,Lanbi,,,Digital Display,,JL,AAC,,YES,,NO,,above 60 ms,TWS Wireless Earbuds,1 Hour
1601612719005,200mAh,In ear,IPX-4,OEM,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,Single Color,ABS,Yes,Stereo,less than 30 ms,,
1601573474417,200-500mah,,IPX-4,OEM,,,Digital Display,,JL,,"Touch Control, Button Control",,PC+ABS+PE,No,,less than 30 ms,B35,
1601607052314,300/40mah,In ear,IPX-5,XINTU,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,AAC,Touch Control,No Light,ABS,Yes,Bass Boost,31-40 ms,,1 Hour
1601271044674,200-500mah,,IPX-4,,,,LED,,JL,,,,ABS,No,,,,
1601623361098,200,,IPX-5,None,,1-3 hours,LED,Type-C,,None,Touch control,No Light,Abs,No,High-definition,30 Ms,,
1600360436811,200-500mah,In ear,IPX-4,OEM,Yes,1-3 hours,LED,Type-C,JL,AAC,"App Control, Voice Control, Touch Control",RGB,Plastic,Yes,"Stereo, Surround Sound",31-40 ms,Wireless Gaming Headphone,
1600607576841,200-500mah,,IPX-4,Casun,,,LED,,JL,,,,ABS+Silicone,,,,Bluetooth Headset Noise Reduction Earbuds,1.5 Hour
1601398949623,200mah,,IPX-4,OEM/ODM,,1-3 hours,,Type-C,Other,,Touch Control,,Plastic,No,,31-40 ms,,
1601668571414,200-500mah,,IPX-4,F9-5 Tws,,,Digital Display,Type-C,,None,Touch Control,No Light,,,,31-40 ms,,
1601667416770,400mah,,IPX-5,,,1-3 hours,LED,Type-C,Jerry 6983D2,AAC,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),less than 30ms,Wireless Headphone,1-2 Hours
1601289352569,380mAh,In ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,No Light,Plastic,No,"High Fidelity (Hi-Fi), Surround Sound",31-40 ms,TWS Earbuds,
1600251248114,200-500mah,,IPX-4,Lenovo,,1-3 hours,LED,Type-C,Others,AAC,Touch Control,No Light,,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo, Studio Level",51-60 ms,,
1600525933682,200-500mah,,IPX-5,,Yes,1-3 hours,Digital Display,Type-C,,,,,Plastic,,High Fidelity (Hi-Fi),,,
1601391776060,<200mah,,IPX-5,OEM,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,Stereo,above 60 ms,TWS Wireless Earbuds,1 Hour
1601385052801,380MAH,In ear,IPX-4,CUSTOMIZATION,Yes,,LED,,JL,,,,ABS,Yes,,less than 30 ms,TWS Earbuds,
1601213363169,200-500mah,In ear,IPX-5,,yes,,,,JL,,,,,,,,,1-2 hour
1600993066153,200mAh,In ear,other,AOKE,Yes,1-3 hours,LED,Type-C,JL,AAC,"App Control, Touch Control",,,Yes,High Fidelity (Hi-Fi),less than 30 ms,XY15 TWS Earbuds,1-2 hour
1601283043713,200mAh,,IPX-4,,,,LED,,5.3+EDR(JL7023D2),,,,ABS+PC,Yes,,,,
11000017525765,600 mAh,,IPX-4,OEM,,,LED,,,,,,ABS,Yes,,31-40 ms,TWS Earbuds,1-2 Hours
1600602140506,200-500mah,In ear,IPX-5,PXF,Yes,1-3 hours,Digital Display,Type-C,JL,"AAC, Sbc",Touch Control,,ABS,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",31-40 ms,J16Pro ENC TWS Bluetooth Earbuds,
1601427843212,250mAh,In ear,IPX-6,TKT,No,1-3 hours,None,Type-C,Others,None,Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo, Studio Level",less than 30 ms,Wireless Earbuds,1~2 Hours
1601393057199,200-500mah,In ear,IPX-7,Bluebay,Yes,1-3 hours,Digital Display,Micro USB,JL,,Touch Control,,,Yes,,30 Ms,M10 TWS Earbuds,
1601706326616,500mah,,IPX-5,ASUNLIKE,,1-3 hours,LED,TYPE-C,AB5636D,AAC,Touch,No Light,ABS,Yes,3D,30 Ms,,
1601234864630,500mAh,In ear,IPX-4,,,,,,JL,,,,,Yes,,less than 30 ms,,1 hour
1601708584342,200-500mah,In ear,IPX-4,OEM,,1-3 hours,LED,Type-C,AB5636A,,,,ABS material single label,Yes,,,,
1601389709439,200-500mah,In ear,IPX-4,YSS,Yes,1-3 hours,LED,Type-C,JL,AAC,,RGB,Plastic,Yes,Stereo,41-50 ms,TWS Wireless Earbuds,
1601324090186,400,In ear,IPX-4,,,,Digital Display,,,,,,,Yes,,,,
10000031222810,200mah,In ear,IPX-4,None,No,1-3 hours,LED,Type-C,Jl,,Button Control,,ABS,Yes,,30 Ms,,3-5 hours
1601601925913,300 MAh,In ear,IPX-5,JH,Yes,,Digital Display,,JL,,,,ABS,,,less than 30 ms,Clip-On Earbuds,
1601706577085,200-500mah,,IPX-5,no,,3-5 hours,"Digital Display, Digital Display",Type-C,"Others, no",None,Touch Control,Single Color,Plastic,,"Bass Boost, Surround Sound, Stereo, Studio Level",,,
1601403057068,200-500mah,,IPX-4,OPY,,1-3 hours,,Type-C,JL,,Touch Control,,Plastic,Yes,,31-40 ms,TWS Earbuds,
1601607576185,30/150mAh,,IPX-4,TONGYI,,1-3 hours,Digital Display,Type-C,Bluetrum,None,Touch Control,Single Color,ABS+ELECTRONICS,No,Stereo,less than 30ms,,2 Hours
1601522999727,200-500mah,,IPX-5,BHD,,1-3 hours,Digital Display,Type-C,Bluetrum,None,App Control,Single Color,Plastic,No,Stereo,31-40 ms,AI translation earbuds,
1601027494565,110MAh,,IPX-4,Celebrat,,,,,AB5656B2,,,,,,,less than 30 ms,,
1601617631597,200-500mah,In ear,IPX-5,SIHEGE,Yes,1-3 hours,Digital Display,Type-C,Blurtrum 5636F,,App Control,No Light,ABS,No,"High Fidelity (Hi-Fi), Surround Sound, Stereo",41-50 ms,M90 Pro Wireless earbuds,
1600570983804,500-1000mah,,IPX-1,,,,Digital Display,,,AAC,,No Light,,,,above 60 ms,,About 1-2 hours
1601715873382,200-500mah,In ear,IPX-5,XBOON,Yes,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,"Stereo, High Fidelity (Hi-Fi), Bass Boost",30 Ms,,
1600325395579,200-500mah,In ear,IPX-7,Hopora,Yes,1-3 hours,Digital Display,Type-C,JL,None,"Touch Control, Button Control",LED,ABS Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",31-40 ms,,
1601535021452,400mAh,In ear,IPX-4,Awei,No,1-3 hours,Digital Display,Type-C,JL,,Touch Control,No Light,ABS,Yes,"High Fidelity (Hi-Fi), Surround Sound",31-40 ms,,
1601706935234,200-500mah,In ear,IPX-5,Logic,Yes,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo",31-40 ms,Blue tooth Headset,about 2 hours
1601379800478,200-500mah,,IPX-4,BEIXU,,1-3 hours,Digital Display,Type-C,Jl,,,,Abs,No,,31-40 ms,,
1601409840458,320mah,In ear,IPX-4,quanyunzs,Yes,1-3 hours,Digital Display,,LanXun,,,,ABS,,,less than 30 ms,,
1601557122838,300mah,,IPX-4,OEM,,1-3 hours,,Type-C,JL,AAC,Touch Control,,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo",30 Ms,TWS gaming earbuds,1.5 Hours
1601279675479,400MAH,,IPX-6,SOMOSTEL,,1-3 hours,Digital Display,,JL,,,,ABS,No,,30 Ms,In-ear headphones,
1601617167202,350mah,,IPX-4,Bose,,3-5 hours,Digital Display,Type-C,Jl,AAC,Touch Control,Single Color,Abs,Yes,Stereo,30 Ms,,
1601531395851,200-500mah,,IPX-3,K6,,1-3 hours,Digital Display,Type-C,JL,LHDC,App Control,No Light,"Metal, ABS",Yes,Stereo,31-40 ms,K6 Wireless tws Earbuds,
1600542034821,300hAm,In ear,IPX-2,,,,,,6973D,,,,,,,,TWS Earbuds,1-2 Hours
1600490983866,200-500mah,In ear,IPX-4,OEM,Yes,1-3 hours,LED,,JL,,,,Plastic,Yes,,less than 30 ms,TWS earbuds for sports,
1601215349321,,,IPX-5,GlobalCrown,,,No,,BK,AAC,,No Light,,Private Mold,,less than 30 ms,,1-2hrs
1601522281197,200-500mah,In ear,IPX-4,coruid,No,1-3 hours,Digital Display,Type-C,,AAC,,,ABS,Yes,,30 Ms,,1-3H
1601287294231,300mAh,In ear,IPX-5,,,,LED display screen,,5.4 (Blue Flood 5 6 5 6 C 2),,,,ABS,Yes,,,,
1601404962317,200-500mah,,IPX-4,None,,1-3 hours,Digital Display,Type-c,Jl,,None,,Abs,No,,30 Ms,,
1601301227225,200-500mah,,No,hyx,,1-3 hours,Digital Display,Micro USB,MTK,AAC,"Touch Control, Button Control",Single Color,ABS Plastic,Private Mold,,41-50 ms,,1-2 Hours
1601202122764,200,In ear,IPX-5,,,,,,,,,,,,,,E90 Wireless Earphone,
1601387423536,30mah,In ear,IPX7,,No,1-3 hours,LED,Type-C,JL,,,,ABS,Yes,,31-40ms,,
1601704792436,200-500mah,In ear,IPX-4,None,,1-3 hours,LED,Type-C,AC7023D,,Touch Control,RGB,Plastic,,,,,
1601435519048,,,IPX-6,TENGYING,,1-3 hours,LED,Other,Others,AAC,Touch Control,Single Color,Plastic,No,,30 Ms,TWS Wireless Earbuds,
1601339825135,30MAH,In ear,IPX-4,RXT,Yes,1-3 hours,LED,,JL,,,,ABS,No,,31-40 ms,wireless earbuds tws,
1601590354787,300,,IPX-3,ZongX,,1-3 hours,LED,Type-C,JL,None,Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo, Studio Level",less than 30ms,,
10000040839342,200-500mah,In ear,IPX-5,Other,Yes,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,Stereo,31-40 ms,,
1601692204352,200-500mah,,IPX-7,,,1-3 hours,LED,Type-C,,AAC,Touch Control,RGB,Plastic,Yes,High Fidelity (Hi-Fi),less than 30ms,,
1601367628634,200-500mah,In ear,IPX-5,Beat Way,Yes,1-3 hours,Digital Display,,Zhongke Lanxun,,,,Plastic,Yes,,30 Ms,TWS Earbuds Wireless Bluetooth Headphone,1.5 Hours
1601674495762,200-500mah,,IPX-4,,,,,,,,,Multicolor,,,,,,
1601643929992,200-500mah,In ear,IPX-4,Netural goods/customized brand,Yes,1-3 hours,Digital Display,Type-C,Other,,,,Plastic,Yes,,less than 30 ms,,
1601614663398,200-500mah,,IPX-4,,,,,,,,,,,,,,,
1601272554775,mAh,In ear,IPX-5,XBOON,,,Digital Display,,Blurtrum,,,,,Yes,,31-40 ms,true wireless earphones,
1601377184743,400mAh,In ear,IPX-6,Fibe,Yes,1-3 hours,Digital Display,Type-C,Others,LHDC,App Control,,Plastic,No,Surround Sound,less than 30 ms,TWS Earbuds,1~2 Hours
1601394584576,500 MAH,In ear,IPX-7,,,1-3 hours,Digital Display,,JL,,Touch Control,,ABS,Yes,,30 Ms,,1-2 hour
1601664634096,200-500mah,,IPX-4,,,3-5 hours,LED,Type-C,Latest Jieli Chip,,,No Light,Plastic,No,,30 Ms,,
1601690128371,400mAh+40mAh*2,In ear,IPX-4,T3 PRO,Yes,3-5 hours,LED,Type-C,JZ,,Touch Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601699204151,200-500mah,In ear,IPX-6,JHM,Yes,1-3 hours,Digital Display,"Type-C, Micro USB",JL,LHDC,Touch Control,RGB,Plastic,Yes,Stereo,less than 30 ms,,
1601564159869,200-500mah,In ear,IPX-4,,,1-3 hours,,Type-C,,,,,Plastic,,"Stereo, High Fidelity (Hi-Fi)",,TWS Wireless Earbuds,1~2 Hours
1601687881720,200-500mah,In ear,IPX-6,,,1-3 hours,,,,AAC,,,,,High Fidelity (Hi-Fi),,,
1601638644958,200-500mah,In ear,IPX-5,,Yes,,Digital Display,,Others,,,,,Yes,,less than 30 ms,,
1601227983232,200-500mah,In ear,IPX-0,,Yes,1-3 hours,LED,,JL,,,,ABS,Yes,,less than 30 ms,,1-3H
1601639680990,30mAh,In ear,IPX-6,April,No,1-3 hours,Digital Display,Type-C,Actions,AAC,Touch Control,RGB,Plastic,No,Bass Boost,less than 30 ms,,
1601586385174,440mAh,In ear,Others,xiaomi redmi,,,no,,Others,,,,Others,No,,less than 30 ms,,90min
1601557551649,200-500mah,In ear,IPX-4,OEM/ODM,Yes,3-5 hours,Digital Display,Type-C,Others,LHDC,Touch Control,Single Color,Plastic,No,Stereo,30 Ms,,
1601159513520,200-500mah,,IPX-4,HOEXI,,1-3 hours,LED,Type-C,JL,,Touch Control,,Plastic,No,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo, Studio Level",less than 30ms,,1.5hours
1601512703940,200-500mah,,IPX-5,,,,LED,Type-C,PixArt,LHDC,,RGB,ABS,,High Fidelity (Hi-Fi),above 60 ms,X15 TWS Gaming Earbuds Led Display,
1601214543405,400mAh,,IPX-5,Earteana,,,LED,,JL,,,,ABS + PC,Yes,,Less than 30 minutes,Wireless Earbuds Earphones,
1601642305002,300mah,In ear,IPX-5,szbeisu,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,ABS+PC,Yes,,31-40 ms,,1-3H
1601577207439,Earbuds battery capacity:45mAh.,In ear,IPX-5,,No,1-3 hours,LED,Type-C,JL,APT-X,Touch Control,No Light,ABS,No,Stereo,less than 30 ms,,1.5H
1601214031519,200,,IPX-4,No,,,LED,,JL,,,,,No,,30 Ms,TWS Earbuds,
1601715334531,30mA*2,In ear,IPX-5,,No,3-5 hours,LED,Type-C,Airoha,,Touch Control,No Light,ab1526,No,,above 60 ms,,
1601650102574,200-500mah,"In ear, In ear",IPX-7,KINGSTAR,,,Digital Display,Type-C,,None,Button Control,Single Color,abs,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
10000018311640,480mAh/30mAh,,IPX-5,,,,Touch Screen Display,,JL,,,,ABS,Yes,,51-60 ms,,
1601625753985,200-500mah,,IPX-4,OEM,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,Single Color,ABS,No,High Fidelity (Hi-Fi),31-40 ms,Y9 TWS Wireless Earbuds,1.5 Hour
1601226004059,30mah/300mah,In ear,IPX-4,OEM,,,Digital Display,,JL,,,,ABS,Yes,,31-40 ms,YW08 TWS Headphone,1 Hour
1601587714253,500-1000mah,In ear,IPX-7,,,,,,,,,,,,,,,
1601614171610,500-1000mah,In ear,IPX-5,other,Yes,1-3 hours,LED,Type-C,JL,Apt-X HD,"Button Control, App Control",,PVC,,,less than 30 ms,,1-3H
1601522618662,<200mah,In ear,IPX-4,OEM,Yes,1-3 hours,LED,Micro USB,Other,,Button Control,,"Plastic, ABS",Yes,,30 Ms,Tws Earbuds Earphone,About 1-3 hours
